ID,Year,Stage,Department *,Highest Degree Earned *,[fields-of-study] Field(s) of Study * [anthropology],[fields-of-study] Field(s) of Study * [biology],[fields-of-study] Field(s) of Study * [chemistry],[fields-of-study] Field(s) of Study * [cognitive science],[fields-of-study] Field(s) of Study * [computation],[fields-of-study] Field(s) of Study * [computer science],[fields-of-study] Field(s) of Study * [ecology],[fields-of-study] Field(s) of Study * [economics],[fields-of-study] Field(s) of Study * [econophysics],[fields-of-study] Field(s) of Study * [epidemiology],[fields-of-study] Field(s) of Study * [evolution],[fields-of-study] Field(s) of Study * [finance],[fields-of-study] Field(s) of Study * [human behavior],[fields-of-study] Field(s) of Study * [human history],[fields-of-study] Field(s) of Study * [immunology],[fields-of-study] Field(s) of Study * [information theory],[fields-of-study] Field(s) of Study * [linguistics],[fields-of-study] Field(s) of Study * [mathematics],[fields-of-study] Field(s) of Study * [networks],[fields-of-study] Field(s) of Study * [neuroscience],[fields-of-study] Field(s) of Study * [physics],[fields-of-study] Field(s) of Study * [political science],[fields-of-study] Field(s) of Study * [quantum physics],[fields-of-study] Field(s) of Study * [sociology],"Current status (e.g., PhD candidate in Molecular Biology)*",City,"[diversity-country] Country of Citizenship, if not U.S. Citizen",[diversity-citizenship] What is your citizenship ?,[diversity-gender] What is your gender ?,[diversity-ethnicity] Ethnicity,[diversity-race] Race *,Date Applied,Company:,City/Town:,State/Province:,Country:,Male,Female,Citizenship,None,C,C++,HTML,JAVA,MatLab,NetLogo,Perl,Python,R,Ruby,Other (please specify),Name of the most advanced math class you took,"Name of the journal (in your discipline) that you expect or want to publish your next paper in! (Journal in your discipline, not Nature, Science, PNAS, etc.)",BA/MA and Ph.D. departments
"2150508239",2011,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3495161701",2012,Accepted,Center for Molecular and Behavioral Neuroscience,Doctorate,,,,,1,,,,,,,,,,,1,,,1,1,,,,,Post-doc,New York,,U.S. Citizen,Male,Not Hispanic or Latino,White,01/05/2012 09:38 PM MST,New York University,New York,NY,USA,Male,,USA,,,,,,MatLab,,,Python,R,,,,,
"7712568865",2013,Accepted,CNO Strategic Studies Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Naval War College,Newport,RI,USA,Male,,USA,,,,,,,NetLogo,,,,,Fortran,"Complex Analysis
",,"Oceanography, Physics, Math (B.S)
Oceanography, EE (M.S.)
Philosophy/Epistemology (Ph. D in progress)"
"998206138",2013,Accepted,CLAS,Other,,,,,,,,,,,,,,,,,,,1,,,,,,PhD candidate Systems Science,Portland ,,U.S. Citizen,Male,Hispanic or Latino,White,01/05/2013 01:26 PM MST,student,Portland,OR,USA,Male,,US,,,,,,,NetLogo,,Python,,Ruby,,Dynamical Systems,"Nonlinear Dynamics, Psychology, and Life Sciences",Architecture BA  System Science PhD
"1252247306",2015,Accepted,Engineering Systems Division (ESD),Doctorate,,,,,,,,,,,,,,,,1,,,,,,,,,"Guest Lecturer on ""Complex System Architecture""",New Rochelle,,U.S. Citizen,Male,Not Hispanic or Latino,Asian,12/01/2014 12:33 PM MST,Massachusetts Institute of Technology,New Rochelle,NY,USA,Male,,United States,,C,,HTML,,MatLab,NetLogo,Perl,,,,"Mathematica, C#",Analysis,"Scientometrics,Journal of Scientometric Research, Studies in Surveying and Mapping Science (SSMS),  Journal of the Association for Information Science and Technology",Doctoral work done at the Intelligent Engineering Systems Lab. Joint doctorate between Sloan School of Management & the School of Engineering at MIT.
"3397852126",2013,Accepted,Department of Economics and Social Sciences,Doctorate,,,,,,1,,1,,,,,,,,,,,,,,,,,Post-Doc in Renewable Energy Modeling,Vienna,Austria,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,11/03/2012 09:12 AM MDT,University of Natural Resources and Life Sciences,Wien,Wien,Austria,Male,,Austria,,,C++,,JAVA,,NetLogo,,,R,,,Mathematical Logic II,Energy Economics,MA: Computer Science  Ph.D.: Economics and Social Sciences
"9477145068",2013,Accepted,Microbiology and Immunology,Bachelors Degree,,1,,,1,,1,,,,1,,,,,,,,1,,,,,,PhD candidate in Microbiology,Vancouver,Canada,Neither of the above or Prefer not to respond,Female,Not Hispanic or Latino,White,01/07/2013 02:47 PM MST,University of British Columbia,Vancouver,British Columbia,Canada,,Female,Canadian,,,,,,,,Perl,,R,,,1st year calculus,International Society for Microbial Ecology (ISME) Journal,"BSc. Environmental Science, Simon Fraser University; PhD (in progress) Microbiology, University of British Columbia"
"406170443",2013,Accepted,Department of Epidemiology,Doctorate,,,,,,1,1,,,1,,,,,,,,1,1,,,,,,Post-Doc Student,Boston,Cape Verde,Permanent Resident,Male,Not Hispanic or Latino,Black / African American,12/17/2012 12:34 PM MST,Brown University,Boston,MASSACHUSETTS,United States,Male,,Cape Verde,,,,,,,,,Python,R,,,I am a Mathematician,The Lancet.,BA/MA/Ph.D: Department of Mathematics.
"1277092127",2012,Accepted,Political Science,Masters,,,,,,,,,,,,,,,,,,,,,,1,,,PhD candidate in Political Science,Berkeley ,,U.S. Citizen,Female,Prefer not to respond,Prefer Not to Answer,11/01/2011 09:44 AM MDT,University of California Berkeley,Berkeley,California,USA,,Female,USA,,,,,JAVA,,,,,R,,,,,
"2924867022",2013,Accepted,"Dep. of Life Sciences, Universiy of Coimbra",Doctorate,,,,,,,1,,,,,,,,,,,,,,,,,,Associate Researcher in Coastal Ecology,Coimbra,Portugal,Neither of the above or Prefer not to respond,Female,Not Hispanic or Latino,White,11/20/2012 12:47 PM MST,IMAR - Institute of Marine Research,Coimbra,Coimbra,Portugal,,Female,Portuguese,None,,,,,,,,,,,,"Workshop on Multivariate Analysis for Biologists, Ecologists and Environmental Scientists given by Marti J. Anderson in Plymouth.",PlosONE,NOTE: Sorry but I don't understand what is being asked here.
"9549215673",2012,Accepted,Mathematics and Statistics ,Masters,,1,,,,,1,1,,,,,,,,,,1,,,,,,,MS in Math   I will enter Phd program in Economics or Decision Science at this fall.,Toledo,China,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Asian,01/02/2012 12:00 AM MST,University of Toledo,Toledo,OH,USA,Male,,P. R. China,,,,,,MatLab,NetLogo,,,R,,,,,
"0725906542",2013,Accepted,School of Biological Sciences,Bachelors Degree,,1,,,,,1,,,,,,,,,,,1,,,,,,,PhD candidate in theoretical ecology,Mount Waverley,Australia,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Two or More,12/18/2012 08:37 PM MST,Monash University,Mount Waverley,VIC,Australia,Male,,Australian,,,,,,MatLab,,,,R,,,Calculus,Ecology & Society,BA in Journalism  PhD in Natural Resources & Sustsainability
"3285089913",2016,Accepted,"Clinical Human Sciences - Laboratory: Center for Research in Psychoanalysis, Medicine and Society",Masters,1,,,1,,,,,,,,,1,,,,1,,,1,,,,1,PhD candidate in Research in Psychoanalysis and Psychopathology,Paris,Mexico,Neither of the above or Prefer not to respond,Male,Hispanic or Latino,White,12/07/2015 04:34 PM MST,University of Michigan,Ann Arbor,Michigan,USA,Male,,Mexican,,C,C++,,JAVA,MatLab,NetLogo,,Python,R,,,"Functional analysis, measure theory.",Annals of Statistics,Statistics Ph.D. MA  BA in Applied Math and Computer Engineering
"4708195738",2016,Accepted,Statistics,Masters,,,,,,1,,,,,,,,,,,,1,1,,,,,,PhD candidate in Statistics,Ann Arbor,Mexico,Neither of the above or Prefer not to respond,Male,Hispanic or Latino,Prefer Not to Answer,01/21/2016 02:09 PM MST,"University Denis-Diderot, Paris 7, Sorbonne-cité, Center for Research in Psychoanalysis, Medicine and Society (France)",Paris,Ile-de-France,France,Male,,Mexican,None,,,,,,,,,,,,"Geomorphogenesis, ENS, Paris","Nonlinear Dynamics, Psychology, and Life Sciences","Clinical Psychologist, UANL    Masters in Social Studies, Body and Culture, Paris 7    PH.D. candidate at the Center for Research in Psychoanalysis, Medicine and Society at the University of Denis-Diderot, Paris 7, Sorbonne-Cité, "
"5720203986",2014,Accepted,Sociology,Masters,,,,,,,,,,,,,,,,,,,,,,,,1,PhD Student,San Francisco,,U.S. Citizen,Female,Not Hispanic or Latino,White,11/02/2013 09:34 PM MDT,Stanford University,San Francisco,CA,USA,,Female,USA,,,,HTML,JAVA,,NetLogo,,Python,R,,"PHP, SQL, would love to try out new Wolfram Language!",Sociological Statistical Models for Discrete Outcomes; took Calculus for non-math majors as an undergrad,"Organization Science, American Journal of Sociology, Administrative Science Quarterly, American Sociological Review, or Annual Review of Sociology","PhD, Sociology (currently);  Master of Information Management and Systems;  BA, International and Area Studies"
"9451366712",2015,Accepted,Economics,Masters,,,,,,,,1,,,,,,,,,,,,,,,,,PhD candidate,The Hague,Netherlands,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,01/03/2015 11:54 PM MST,University of Groningen,The Hague,,The Netherlands,Male,,Dutch,None,,,,,,,,,,,been a long while since i coded in pascal. Will try to master NetLogo before I start the course,Calculus Linear Algebra Differential Equations Analysis    ,Economische Statistische Berichten (Dutch)  American Journal of Numismatics,BA in commercial economics  MBA   writing Ph.D. third year.
"4439853377",2014,Accepted,"Evolution, Ecology, and Organismal Biology",Bachelors Degree,,1,,,,,,,,,1,,,,,,,,1,,,,,,"PhD Candidate in Evolution, Ecology, and Organismal Biology",Columbus,,U.S. Citizen,Female,Not Hispanic or Latino,White,11/18/2013 04:50 PM MST,The Ohio State University,Columbus,OH,USA,,Female,United States,,,,,,MatLab,NetLogo,,,R,,,"Linear Algebra and Calculus III, but also have taken multiple modeling classes","I am planning to submit a paper in the next month to Proceedings Royal Society B (not exactly in my discipline, but I just published a paper in Behavioral Ecology and will probably send this paper there if it gets rejected from PRSB)",BS/BA- Messiah College  PhD- Ohio State University
"0519887747",2015,Accepted,"Department of Philosophy, Institute of Logic, Language and Computation",Masters,,1,,1,,,,,,,,,1,1,,,,,,1,1,,,,PhD candidate in Philosophy,Amsterdam,Netherlands,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,12/02/2014 06:31 AM MST,"Department of Philosophy, Institute for Logic, Language and Computation, University of Amsterdam",Amsterdam,Amsterdam,Netherlands,Male,,Dutch,,,,,,MatLab,,,,R,,,Calculus Linear Algebra Differential Equations  Nonlinear Dynamics   ,Frontiers in Human Neuroscience,"Institute of Physics  Institute for Interdisciplinary Studies  Department of Philosophy  Institute for Logic, Language and Computation"
"2425497807",Chile 2014,Accepted,Department of Mathematics,Doctorate,,,,,,,,,1,,,,1,,,,,,1,,1,,,,Postdoc in Complex Systems,London,Serbia and Montenegro,Neither of the above or Prefer not to respond,Female,Not Hispanic or Latino,White,07/05/2013 09:26 AM MDT,Imperial College London,London,England,United Kingdom,,Female,Serbian,,C,C++,,,MatLab,,,Python,R,,,Mathematical Physics II,,
"3711989022",2016,Accepted,Physics,Bachelors Degree,,,,,,,,,,,,,,,,1,,,1,,1,,,,PhD student in Physics,Davis,,U.S. Citizen,Prefer not to respond,Prefer not to respond,Prefer Not to Answer,11/18/2015 11:52 AM MST,University of California Davis,Davis,CA,USA,Male,,USA,,,C++,,,MatLab,,,Python,,,,"""Perturbation Methods"" under Mark Holmes",Physics Review Letters,
"7750678033",India 2015,Accepted,Bioinformatics and Integrative Genomics,Bachelors Degree,,1,,,,,,,,,1,,,,,,,,,,,,,,PhD candidate in bioinformatics,Somerville,,U.S. Citizen,Male,Not Hispanic or Latino,White,03/29/2015 11:42 AM MDT,Harvard University,Somerville,MA,USA,Male,,United States,,,C++,,JAVA,MatLab,,,Python,R,,,Measure theory,"Cancer Discovery, Immunity, Journal of Theoretical Biology",Biomedical Engineering and Math (BS)
"7248060596", Chile 2014,Accepted,Brain Mapping Unit / NIMH,Masters,,1,,1,,,,1,,,,,1,,,,,,1,1,,,,,PhD candidate,Cambridge,,U.S. Citizen,Gender Neutral ,Prefer not to respond,Prefer Not to Answer,07/08/2013 03:33 PM MDT,University of Cambridge,Cambridge,Cambridgeshire,United Kingdom,Male,,USA,None,,,,,,,,Python,,,,Intro to Bayesian Data Analysis,,
"6070060905",2015,Accepted,"Département de physique, de génie physique et d'optique",Masters,,,,,,,,,,,,,,,,,,1,1,,1,,,,PhD candidate in Physics,Québec,Canada,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,12/17/2014 09:15 AM MST,Université Laval,Québec,Québec,Canada,Male,,Canadian,,C,C++,HTML,,MatLab,,,Python,R,,Bash,Calculus Linear Algebra Differential Equations Analysis Nonlinear Dynamics Stochastic Processes  ,"Phys. Rev. E,  Phys. Rev. Lett.,  Network Science",Physics @ Université Laval (all)
"9321953259",2011,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5399948305",2012,Accepted,Linguistics,Other,1,,,1,1,,,,,,1,,,,,1,1,1,,,,,,,1st year PhD student in Linguistics and Cog Sci,San Diego,,U.S. Citizen,Female,Not Hispanic or Latino,Prefer Not to Answer,11/05/2011 04:32 PM MDT,UCSD,San Diego,CA,USA,,Female,USA,,,,,,,,,Python,,,,,,
"3832200789",2015,Accepted,Geomicrobiology,Doctorate,,1,,,,,1,,,,1,,,,,1,,,1,,,,,,Postdoc,East Boothbay,,U.S. Citizen,Male,Prefer not to respond,Prefer Not to Answer,11/06/2013 09:09 AM MST,Bigelow Laboratory for Ocean Sciences,East Boothbay,ME,USA,Male,,USA,,,,,,,,,,R,,,Calculus,ISME,Integrative biology (BSc)  Microbiology (PhD)
"8265481634",India 2015,Accepted,Department of Physics,Masters,,,,,,,,,,,,,,,,,,,1,1,1,,,,PhD candidate in Physics,Chennai,India,Neither of the above or Prefer not to respond,Female,Not Hispanic or Latino,Asian,03/16/2015 02:18 AM MDT,University of Madras/The Institute of Mathematical Sciences,Chennai,Tamil Nadu,India,,Female,India,,C,,,,MatLab,,,Python,,,,"Mathematical Methods for Physicists-1  which includes Vector Algebra, Complex Analysis, Fourier and Laplace Transform","PRL, Journal of Neuroscience,  Plos Computational Biology",Theoretical Physics
"8765074173", Chile 2014,Accepted,Center for Models of Life,Doctorate,,,,,,,1,,,,1,,,,,,,,1,,1,,,1,Postdoc,København,Germany,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,05/19/2013 07:35 AM MDT,Niels Bohr Inst.,København Ø,----,Denmark,Male,,German,None.,,,,JAVA,,,,,R,,Mathematica,partial differential equations,,
"8012101779",2016,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MITRE Corporation,Alexandria,VA,USA,Male,,USA,,,,,JAVA,MatLab,,,Python,R,,,Stochastic Processes (grad level),Mathematics and Computer Simulation,"Industrial and Systems Engineering (BA Ga. Tech, MA/PhD NC State)"
"7632305969",2014,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The MITRE Corporation,McLean,VA,USA,Male,,US,,,C++,HTML,,MatLab,,,,R,,,Convexity,,EE/CS  Computational Sciences
"1248635102",2013,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University at Albany (SUNY),Albany,NY,USA,Male,,United States,,,,HTML,,MatLab,,,,,,,Introduction to Real Analysis (undergraduate)  Math Methods for Physics (graduate),,"University of Vermont (BS and MS)  University at Albany (SUNY) (Ph.D., in progress)"
"3647345251",2013,Accepted,Resilience & Adaptation Program (RAP),Bachelors Degree,1,,,,,,,,,,,,,,,,,,,,,,,,Ph.D. candidate in Natural Resources,Fairbanks,,U.S. Citizen,Male,Not Hispanic or Latino,White,12/24/2012 05:23 PM MST,University of Alaska - Fairbanks,Fairbanks,Alaska,United States,Male,,United States,,,,,,,,,,R,,,Dynamical systems and boundary value problems - third year undergraduate course.,Ecology Letters,"BA: Faculty of Science, Monash University, Australia.    PhD: Australian Centre for Biodiversity, School of Biological Sciences, Monash University, Australia. Also affiliated with the School of Physics, Monash University."
"6179239456",2014,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The MITRE Corporation,McLean,VA,USA,Male,,USA,,C,C++,HTML,JAVA,MatLab,,Perl,Python,,,JavaScript,"Mathematical and Computational Modeling in Biology and Physics (Graduate Level)  Also, graduate level Cryptography & Algorithms",Malaria Journal,B.S. Computer Engineering  M.S. Computer Science and Engineering  Ph.D. Computer Science and Engineering
"9395775175",2015,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Mason University,Fairfax,VA,United States,Male,,United States,,,,,JAVA,,NetLogo,,,,,,Differential Equations,Journal of Economic Behavior and Organization,B.A. in History from Humboldt State University  M.A. in Economics from San Jose State University  Ph.D. in Economics from George Mason University (In Progress)
"7483368381",2015,Accepted,Department of Banking and Finance,Masters,,,,,,,,1,,,,1,,,,,,,,,,,,,PhD candidate in Financial Economics,Zurich,Slovakia,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,12/17/2014 06:32 AM MST,University of Zurich,Zurich,,Switzerland,Male,,Slovakia,,,,,JAVA,MatLab,,,,,,,Calculus Linear Algebra Differential Equations Analysis Nonlinear Dynamics Stochastic Processes  ,"Journal of Financial Markets, Journal of Finance","Charles University in Prague, BA Economics  Economics University in Prague, BSc Finance  University of Bonn, MSc Economics  Currently: University of Zurich, PhD Finance"
"0655137014",2015,Accepted,City and Regional Planning,Masters,,,,,1,,,1,,,,,,,,,,,1,,,,,1,PhD candidate in City and Regional Planning,Ithaca,"Korea, South",Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Asian,11/24/2014 10:20 PM MST,Cornell University,Ithaca,NY,United States,Male,,Republic of Korea (South),,,,,,,NetLogo,,Python,R,,,Calculus Linear Algebra Differential Equations,Environment and Planning B,City and Regional Planning
"2110321594",2016,Accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacific Northwest National Laboratory,Richland,WA,US,Male,,US,,,C++,,,MatLab,,,Python,,,,Graph Theory and Combinatorics  Math Methods for Physics and Engineering,,Undergrad: Whitworth University  Current affiliation: Pacific Northwest National Laboratory
"4369879252",2013,Accepted,School of Health Sciences,Other,,,,,,,,,,1,,,,,,,,,,,,,,,PhD candidate in Social Epidemiology,Ascot Park,Australia,Neither of the above or Prefer not to respond,Female,Not Hispanic or Latino,White,11/29/2012 08:28 PM MST,Stankov,Ascot Park,SA,Australia,,Female,Australian,,,,,,,,,,,,,"Mathematics 1B:  Topics covered:   Calculus: Applications of the derivative; functions of two variables; Taylor series; differential equations. Algebra: The real vector space, eigenvalues and eigenvectors, linear transformations and applications of linear algebra.",Health & Place,"Social Epidemiology and Evaluation Research Group, School of Population Health, Sansom Institute for Health Research"
"7129970355",India 2015,Accepted,Institute for Sustainable Futures,Other,,,,,,,1,1,,,,,,,,,,,,,,,,1,PhD Candidate in Sustainable Futures,Crows Nest,Germany,Neither of the above or Prefer not to respond,Female,Not Hispanic or Latino,White,04/06/2015 10:13 AM MDT,"Institute for Sustainable Futures, University of Technology Sydney",Broadway,NSW,Australia,,Female,German,None,,,,,,,,,,,,Statistics as part of my undergraduate degree in Business.  My knowledge of calculus is very basic but will undertake some refresher courses online before attending the program.,Journal of Social Change  Business and Society  Journal of Business Ethics,"Bachelor of Business, Victoria University, Melbourne, Australia  Post-Graduate Diploma in Environmental Management, Macquarie University, Sydney, Australia  Currently PhD Candidate at the Institute for Sustainable Futures, University of Technology Sydney, Austarlia"
"8837253437",2015,Accepted,"Economics and Statistics ""Cognetti de Martiis""",Masters,,,,,,,,1,,,,,,,,,,,,,,,,,PhD candidate in Economics,Torino,Italy,Neither of the above or Prefer not to respond,Female,Prefer not to respond,White,01/11/2015 03:48 AM MST,Università degli Studi di Torino,Torino,TO,Italy,,Female,Italian,,,,,,,NetLogo,,Python,R,,,Calculus Linear Algebra Differential Equations Analysis    ,JASSS,"Dipartment of Economics ""Cognetti de Martiis"", Università degli studi di Torino (Both MA and PhD)  "
"25542025",2012,Accepted,School of Informatics and Computing,Bachelors Degree,,,,,,1,,,,,,,,,,,,,,,,,,,"PhD candidate in Informatics, Complex Systems Track",Bloomington,,U.S. Citizen,Male,Not Hispanic or Latino,White,12/18/2011 06:21 PM MST,Indiana University School of Informatics and Computing,Bloomington,IN,USA,Male,,USA,,C,C++,HTML,JAVA,,,,Python,,,"PHP, javascript",,,
"4811225588",2013,Accepted,Biology,Masters,,1,,,,,1,,,,,,,,,,,,,,,,,,PhD candidate in Biology,Montreal,Canada,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,12/27/2012 11:34 PM MST,McGill University,Montreal,Quebec,Canada,Male,,Canada,,,,,,,,,,R,,,Mathematical models in Biology,,Biology
"2131246556",2013,Accepted,School of Natural Resources and Environment,Masters,,,,,,,,,,,,,1,,,,,,,,,,,,PhD Student in Sustainable System,Ann Arbor,China,Neither of the above or Prefer not to respond,Female,Not Hispanic or Latino,Asian,12/20/2012 12:01 PM MST,University of Michigan,Ann Arbor,Michigan,United States,,Female,China,,,,,JAVA,MatLab,,,,R,,,Introduction to Dynamical Systems for Complex Systems and the Life Sciences,Environmental Science and Technology,School of Natural Resources and Environment
"3842657108",2013,Accepted,Biology,Bachelors Degree,,1,,,1,1,1,,,,1,,,,,,,,,,,,,,Graduate Student in Biology,Eugene ,,U.S. Citizen,Female,Not Hispanic or Latino,White,12/20/2011 03:47 PM MST,NA,Junction City,Oregon,USA,,Female,USA,,,C++,,JAVA,,,,,R,,,Numerical Analysis,Cell,Department of Biology
"2785207095",2014,Accepted,Division of Cardiology,M.D.,,1,,,,1,,,,,,,,,,,,,,,,,,,Assistant Professor of Medicine and Biomedical Engineering,Baltimore,Japan,Permanent Resident,Male,Not Hispanic or Latino,Hawaian / Other Pacific Islander,12/30/2013 11:42 AM MST,Johns Hopkins University,Baltimore,MD,USA,Male,,Japan,,,,,,MatLab,,,,,,,GCSE math (high-school).,Genomics,"Biochemistry, Microbiology & Immunology"
"7176409062", Chile 2014,Accepted,Engineering Science,Bachelors Degree,,,,,1,,,,,,,,,,,,,,,,,,,,DPhil Candidate in Biocomplexity and Tissue Engineering,Oxford,,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Asian,07/08/2013 04:10 PM MDT,University of Oxford,Oxford,Oxfordshire,United Kingdom,Male,,Indian,NA,C,,,,,,,,,,FORTRAN,Differential Equations,,
"249398086",2012,Accepted,Ecology and Evolutionary Biology,Bachelors Degree,,1,,,1,,1,,,1,1,,,,,,,,,,,,,,PhD candidate in Ecology and Evolutionary Biology,Ithaca,Japan,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Asian,01/06/2012 02:41 PM MST,Cornell University,Ithaca,NY,USA,Male,,Japan,,,,,,,,,,R,,,,,
"1127315223",2014,Accepted,Office of Strategic Planning and Development Effectiveness,Doctorate,,,,,,,,1,,,,,,,,,,,,,,,,,Research Fellow,Washington,,U.S. Citizen,Male,Not Hispanic or Latino,White,11/03/2013 06:53 PM MST,Inter-American Development Bank,Washington,District of Columbia,United States,Male,,USA,,,,,,,,,Python,,,,"Mathematics for eocnomics (grduate leve): Calculus,point-set topology, real analysis, optimization theory","journal of Game and Economic Behavior, Journal of Political Economy",Economics
"7306408273",2013,Accepted,Genetics,Doctorate,,1,,,,,,,,,,,,,,,,,,,,,,,PhD candidate in population genetics,Leipzig,Iran,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,11/18/2012 11:32 AM MST,Max Planck institute for evolutionary anthropology,Leipzig,Saxony,Germany,Male,,Islamic Republic of Iran,,C,,,,,,,,R,,,Differential equations,Journal of theoretical biology,MA: Biophysics  PhD: Genetics
"002316958",2016,Accepted,School of Earth and Space Exploration,Bachelors Degree,,1,1,,1,,1,,,,1,,,,,,,,1,,1,,,,PhD Candidate in Geological Sciences,,,U.S. Citizen,Prefer not to respond,Prefer not to respond,Prefer Not to Answer,12/15/2015 09:57 AM MST,Arizona State University,Scottsdale,AZ,USA,Male,,United States Citizen,,,,,,,,,Python,,,,Math methods for physicists,Royal Society? Astrobiology?,Assuming this question is about my educational history--  BS dual major in Physics and Astronomy/Astrophysics from University of Michigan  Currently a Geology Ph.D. candidate in the School of Earth and Space Exploration at Arizona State University
"6254019927",2016,Accepted,Watson School of Biological Sciences,Masters,,,,,,,,,,,,,,,,,,,,1,,,,,PhD candidate in neuroscience,New York City,United Kingdom,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Two or More,10/20/2015 12:59 PM MDT,Cold Spring Harbor Laboratory,Cold Spring Harbor,New York,United States,Male,,British,,,,,,MatLab,,,,,,,"I have taken classes in group theory, optimisation, information theory etc.  Difficult to say which was the most advanced.",Neuron,MSci - Chemistry (Imperial College London)  PhD - Neuroscience (Cold Spring Harbor Laboratory)
"5863146038",2015,Accepted,Department of Mathematics & Statistics; Department of Physics; Department of Earth & Environmental Sciences,Bachelors Degree,,,,,,,,,,,,,,,,,,1,,,,,,,"Undergraduate in Mathematics, Physics, and Geological Sciences",Duluth,China,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Asian,01/04/2015 11:51 AM MST,Shang,Duluth,Minnesota,U.S.A.,Male,,People's Republic of China,,,,,,MatLab,,,,,,,Analysis Nonlinear Dynamics   ,,
"6659547666",2015,Accepted,Department of Physics,Bachelors Degree,,,,,1,,,,1,,,,,,,,,,1,,1,,,1,M.Sc. candidate in Physics,Incheon,"Korea, South",Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,Asian,10/30/2014 11:14 PM MDT,Inha University ,Inchen,Inchen,Republic Of Korea,Male,,Republic Of Korea,,,,,,MatLab,,,,R,,,    Nonlinear Dynamics Stochastic Processes  ,Physical Review Letters,• M.A. Major(In progress): Theoretical Complex Systems Physics of Statistical Mechanics approach    • B.A. Major: Physics (Main Major) / Physics and Computation of Complex Systems (Self-designed Major)
"0994687312",2011,Accepted,Economics,Bachelors Degree,,,,,,,,1,1,,,1,1,1,,,,,1,,,,,,Undergraduate,Bogota,Colombia,Neither of the above or Prefer not to respond,Male,Hispanic or Latino,Two or More,,,,,,,,,,,,,,,,,,,,,,,
"8925467363",2012,Accepted,English & Comparative Literature,Masters,,,,,,,,,,,,,,,,,,,1,,,,,,PhD Candidate in English & Comparative Literature,New York,,U.S. Citizen,Male,Not Hispanic or Latino,White,01/02/2012 04:53 PM MST,Columbia University,New York,NY,USA,Male,,US Citizen,,,,,JAVA,,NetLogo,,,,,,,,
"5022298572",2015,Accepted,Economics and Business,Masters,,,,,,,,1,,,,,,,,,,,1,,,,,,PhD Candidate in Economics,Antwerp,Belgium,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,12/06/2014 08:48 AM MST,University of Leuven,Antwerp,Antwerp,Belgium,Male,,Belgium,,,,,,,NetLogo,,,R,,Stata,  Differential Equations     ,Journal of International Economics,University of Leuven
"1172065235",2014,Accepted,Medical Informatics and Systems,Doctorate,,,,,,,,,,1,,,,,1,,,,1,,,,,,Research Scientist,Encinitas,,U.S. Citizen,Male,Hispanic or Latino,White,01/01/2014 01:13 PM MST,Harvard School of Public Health,Encinitas,California,United States,Male,,US,,,,,,,,,Python,,,,Mathematical Methods I and II,Ecology Letters,BA in Biology  BA in Applied Mathematics  Masters in Ecology  PhD student in Ecology
"4651363911",2013,Accepted,Computer Science,Masters,,,,,,1,,,,,,,,,,,,,1,,,,,,PhD candidate in Computer Science,,Italy,Neither of the above or Prefer not to respond,Male,Not Hispanic or Latino,White,12/12/2012 06:43 AM MST,University of Groningen,Groningen,Groningen,The Netherlands,Male,,Italian,,,,,JAVA,,,,,,,,Calculus.  Analysis in complex domain.,"Network science, Cambridge university press.",Bs/Ms: computer engineering  Ph.D.: computer science
